"Date","Price","Open","High","Low","Vol.","Change %"
"04/01/2026","24,238.85","24,557.40","24,646.50","24,132.40","136.68M","1.97%"
"03/30/2026","23,769.60","23,969.10","24,193.10","23,708.20","114.98M","-2.39%"
"03/27/2026","24,351.95","24,834.25","24,847.70","24,301.40","81.90M","-2.82%"
"03/25/2026","25,058.60","24,875.55","25,267.95","24,814.50","52.54M","2.22%"
"03/24/2026","24,515.25","24,458.45","24,728.30","24,055.45","68.11M","2.43%"
"03/23/2026","23,934.75","24,433.45","24,433.45","23,865.65","67.09M","-3.16%"
"03/20/2026","24,715.90","24,635.75","24,955.55","24,611.30","84.23M","0.84%"
"03/19/2026","24,509.90","25,078.80","25,093.15","24,380.55","56.87M","-4.25%"
"03/18/2026","25,598.85","25,262.25","25,703.70","25,250.80","47.87M","1.92%"
"03/17/2026","25,117.10","24,703.90","25,195.45","24,518.70","58.48M","2.11%"
"03/16/2026","24,599.10","24,085.95","24,718.75","23,863.40","62.50M","1.67%"
"03/13/2026","24,195.10","24,784.20","24,918.25","24,100.60","86.13M","-3.60%"
"03/12/2026","25,098.00","25,688.30","25,721.30","25,046.00","92.79M","-3.19%"
"03/11/2026","25,926.00","26,761.75","26,851.65","25,875.20","69.39M","-3.15%"
"03/10/2026","26,770.55","26,462.75","26,840.70","26,200.40","60.52M","3.10%"
"03/09/2026","25,965.95","26,478.45","26,478.45","25,733.50","64.09M","-4.10%"
"03/06/2026","27,076.40","27,247.20","27,321.05","27,042.40","48.60M","-1.06%"
"03/05/2026","27,366.80","27,053.50","27,471.45","26,909.80","61.27M","1.86%"
"03/04/2026","26,867.15","26,979.40","27,012.55","26,607.20","74.06M","-2.44%"
"03/02/2026","27,540.10","27,196.40","27,951.85","27,133.55","65.16M","-2.20%"
"02/27/2026","28,158.85","28,623.20","28,687.00","28,094.25","63.90M","-1.86%"
"02/26/2026","28,693.40","28,556.85","28,719.60","28,459.45","40.83M","0.80%"
"02/25/2026","28,466.50","27,969.15","28,574.25","27,917.50","43.54M","1.85%"
"02/24/2026","27,950.00","27,932.50","27,991.95","27,772.95","42.69M","-0.45%"
"02/23/2026","28,077.00","27,974.05","28,159.30","27,913.95","38.21M","0.83%"
"02/20/2026","27,846.80","27,734.70","27,933.85","27,617.45","40.83M","0.41%"
"02/19/2026","27,734.00","28,348.80","28,496.85","27,670.45","41.23M","-2.10%"
"02/18/2026","28,327.60","28,202.65","28,376.80","28,085.60","32.55M","0.54%"
"02/17/2026","28,174.55","27,991.35","28,197.90","27,866.60","39.83M","0.52%"
"02/16/2026","28,028.20","28,204.15","28,308.05","27,928.30","33.61M","-0.73%"
"02/13/2026","28,234.30","28,305.55","28,503.15","28,161.25","71.24M","-0.95%"
"02/12/2026","28,504.05","28,607.15","28,615.05","28,360.10","92.56M","-0.12%"
"02/11/2026","28,538.70","28,351.90","28,811.25","28,296.20","137.27M","1.30%"
"02/10/2026","28,173.20","27,866.25","28,279.85","27,771.10","84.55M","1.37%"
"02/09/2026","27,791.45","27,673.95","27,819.75","27,479.05","47.88M","0.99%"
"02/06/2026","27,519.55","27,602.55","27,643.45","27,307.55","58.27M","-0.52%"
"02/05/2026","27,664.50","27,880.25","27,882.95","27,463.75","45.53M","-0.58%"
"02/04/2026","27,825.40","27,565.60","27,932.40","27,427.40","54.90M","1.18%"
"02/03/2026","27,500.30","28,088.10","28,095.85","27,271.80","102.05M","2.81%"
"02/02/2026","26,749.15","26,177.70","26,784.70","26,006.70","52.60M","2.13%"
"02/01/2026","26,190.65","26,855.80","27,144.85","25,928.50","27.84M","-2.09%"
"01/30/2026","26,750.35","26,287.30","26,812.15","26,253.55","51.03M","0.73%"
"01/29/2026","26,555.40","26,763.00","26,775.35","26,170.45","52.21M","-0.68%"
"01/28/2026","26,737.60","26,530.35","26,781.70","26,236.70","57.10M","0.69%"
"01/27/2026","26,554.00","26,619.05","26,728.80","26,218.30","64.86M","-0.93%"
"01/23/2026","26,804.55","27,171.05","27,230.85","26,766.70","58.93M","-1.13%"
"01/22/2026","27,110.20","27,153.85","27,453.35","26,954.65","48.79M","0.89%"
"01/21/2026","26,871.25","26,777.60","27,107.10","26,602.95","54.49M","-0.29%"
"01/20/2026","26,948.10","27,635.70","27,751.15","26,850.05","50.85M","-2.48%"
"01/19/2026","27,632.45","27,615.55","27,709.50","27,418.15","58.53M","0.13%"
"01/16/2026","27,596.25","27,642.45","27,977.15","27,516.25","58.79M","-0.45%"
"01/14/2026","27,721.85","27,893.80","27,932.35","27,635.70","31.43M","-0.69%"
"01/13/2026","27,915.10","28,154.35","28,159.55","27,694.60","33.21M","-0.35%"
"01/12/2026","28,011.75","28,055.45","28,165.55","27,492.65","39.95M","-0.27%"
"01/09/2026","28,087.65","28,380.00","28,516.00","28,034.85","51.36M","-1.15%"
"01/08/2026","28,414.95","28,639.25","28,662.00","28,357.60","37.81M","-0.97%"
"01/07/2026","28,692.40","28,919.95","28,938.65","28,501.10","33.91M","-0.80%"
"01/06/2026","28,922.35","28,923.45","28,997.30","28,812.55","51.51M","0.10%"
"01/05/2026","28,894.15","28,869.65","29,179.10","28,806.95","49.86M","0.31%"
"01/02/2026","28,803.65","28,548.25","28,867.05","28,486.55","60.54M","1.13%"
"01/01/2026","28,480.55","28,257.65","28,503.45","28,248.50","50.84M","1.03%"
"12/31/2025","28,189.60","27,901.95","28,226.75","27,858.65","35.29M","1.08%"
"12/30/2025","27,889.65","27,595.05","27,991.80","27,516.85","95.92M","1.08%"
"12/29/2025","27,592.50","27,738.90","27,833.65","27,561.65","36.13M","-0.53%"
"12/26/2025","27,739.85","27,881.00","27,959.25","27,683.30","30.50M","-0.52%"
"12/24/2025","27,885.65","27,915.00","27,992.05","27,814.40","29.64M","-0.02%"
"12/23/2025","27,892.05","27,962.60","27,962.60","27,778.25","34.90M","0.02%"
"12/22/2025","27,885.30","27,722.90","27,896.40","27,661.90","46.36M","0.82%"
"12/19/2025","27,657.25","27,280.40","27,691.80","27,280.40","121.36M","1.23%"
"12/18/2025","27,321.90","27,459.20","27,475.75","27,013.75","59.32M","-0.61%"
"12/17/2025","27,489.25","27,620.00","27,689.40","27,438.30","26.40M","-0.19%"
"12/16/2025","27,542.20","27,500.30","27,605.30","27,447.80","35.67M","-0.09%"
"12/15/2025","27,568.10","27,706.05","27,769.00","27,477.85","39.02M","-0.91%"
"12/12/2025","27,820.85","27,687.85","27,852.45","27,683.95","42.62M","0.58%"
"12/11/2025","27,661.00","27,357.70","27,683.95","27,307.80","55.73M","1.11%"
"12/10/2025","27,358.25","27,506.85","27,632.65","27,313.15","34.67M","-0.15%"
"12/09/2025","27,399.25","27,472.20","27,546.85","27,116.50","46.58M","-0.72%"
"12/08/2025","27,596.80","27,914.00","27,960.05","27,503.80","33.28M","-1.23%"
"12/05/2025","27,939.10","27,706.20","27,957.00","27,663.30","32.13M","0.74%"
"12/04/2025","27,732.70","27,703.40","27,866.20","27,581.10","43.19M","0.32%"
"12/03/2025","27,643.80","28,014.50","28,021.15","27,581.20","62.58M","-1.20%"
"12/02/2025","27,979.50","27,959.65","28,099.65","27,908.15","86.84M","-0.05%"
"12/01/2025","27,993.00","27,929.30","28,075.65","27,853.85","60.33M","0.79%"
"11/28/2025","27,774.60","27,627.95","27,830.15","27,562.65","69.54M","0.62%"
"11/27/2025","27,603.65","27,782.90","27,832.60","27,527.45","149.20M","-0.33%"
"11/26/2025","27,696.40","27,458.35","27,742.40","27,418.05","50.48M","1.16%"
"11/25/2025","27,378.70","27,444.95","27,520.95","27,335.55","54.36M","-0.23%"
"11/24/2025","27,442.20","27,547.90","27,594.75","27,391.60","104.01M","-0.35%"
"11/21/2025","27,537.85","27,552.80","27,720.10","27,488.90","43.94M","-0.06%"
"11/20/2025","27,554.00","27,564.85","27,625.00","27,441.15","48.64M","0.44%"
"11/19/2025","27,434.45","27,386.00","27,521.05","27,270.55","70.78M","0.24%"
"11/18/2025","27,368.25","27,483.15","27,502.10","27,292.50","47.86M","-0.38%"
"11/17/2025","27,472.65","27,258.20","27,519.05","27,116.05","66.34M","0.85%"
"11/14/2025","27,239.80","27,321.35","27,444.50","27,078.40","118.95M","-0.52%"
"11/13/2025","27,382.80","27,443.25","27,526.60","27,327.20","118.91M","-0.37%"
"11/12/2025","27,485.15","27,226.80","27,554.20","27,137.80","72.47M","1.24%"
"11/11/2025","27,148.25","26,990.60","27,174.40","26,735.80","56.79M","1.07%"
"11/10/2025","26,859.85","26,772.30","26,954.05","26,722.00","40.51M","0.30%"
"11/07/2025","26,779.55","26,594.70","26,850.35","26,285.35","27.78M","0.57%"
"11/06/2025","26,626.50","26,754.60","26,897.10","26,555.60","46.40M","0.06%"
"11/04/2025","26,610.05","26,822.95","26,826.80","26,583.60","39.93M","-0.86%"
"11/03/2025","26,841.80","26,849.85","26,991.40","26,710.30","3.73M","0.12%"
"10/31/2025","26,809.85","26,885.10","27,115.50","26,774.40","39.16M","-0.07%"
"10/30/2025","26,829.55","27,010.40","27,036.55","26,795.70","40.03M","-0.44%"
"10/29/2025","26,948.90","27,195.70","27,196.50","26,890.15","38.58M","-0.73%"
"10/28/2025","27,148.35","27,277.35","27,412.65","27,065.35","55.41M","-0.42%"
"10/27/2025","27,263.65","27,179.70","27,279.65","27,128.30","42.54M","0.57%"
"10/24/2025","27,108.70","27,262.05","27,309.60","27,018.65","31.25M","-0.40%"
"10/23/2025","27,218.75","27,479.20","27,480.75","27,170.05","71.70M","-0.04%"
"10/21/2025","27,229.85","27,285.40","27,325.70","27,156.05","8.89M","0.16%"
"10/20/2025","27,185.45","27,375.80","27,403.90","27,165.05","30.08M","-0.16%"
"10/17/2025","27,228.60","27,045.30","27,300.70","27,033.55","55.62M","0.66%"
"10/16/2025","27,048.75","26,782.15","27,109.60","26,756.75","63.69M","1.27%"
"10/15/2025","26,708.65","26,706.15","26,809.20","26,618.45","56.72M","0.26%"
"10/14/2025","26,640.55","26,749.90","26,760.35","26,495.95","98.40M","-0.22%"
"10/13/2025","26,698.15","26,662.05","26,824.60","26,592.05","62.40M","-0.09%"
"10/10/2025","26,721.20","26,574.60","26,801.35","26,468.05","45.14M","0.50%"
"10/09/2025","26,587.00","26,601.00","26,640.00","26,365.65","45.22M","0.24%"
"10/08/2025","26,522.40","26,950.70","27,046.95","26,487.50","45.84M","-1.53%"
"10/07/2025","26,933.55","26,856.40","27,087.35","26,825.50","48.62M","0.28%"
"10/06/2025","26,857.20","26,778.20","26,886.75","26,559.75","36.16M","0.39%"
"10/03/2025","26,753.10","26,771.25","26,869.65","26,488.30","60.63M","-0.06%"
"10/01/2025","26,768.65","26,556.85","26,810.15","26,538.75","57.13M","0.85%"
"09/30/2025","26,542.35","26,451.65","26,591.65","26,328.05","61.16M","0.40%"
"09/29/2025","26,436.55","26,612.40","26,677.20","26,393.05","81.55M","-0.18%"
"09/26/2025","26,484.55","26,694.70","26,861.45","26,463.70","70.57M","-1.02%"
"09/25/2025","26,758.50","26,951.65","26,975.15","26,718.35","58.54M","-0.92%"
"09/24/2025","27,007.60","27,319.50","27,326.90","26,990.75","82.54M","-1.15%"
"09/23/2025","27,321.95","27,355.40","27,725.75","27,284.75","101.50M","0.62%"
"09/22/2025","27,154.30","27,256.05","27,386.05","27,105.35","46.26M","-0.24%"
"09/19/2025","27,219.55","27,319.45","27,367.80","27,195.05","66.59M","-0.40%"
"09/18/2025","27,329.35","27,388.70","27,418.00","27,179.45","51.22M","0.13%"
"09/17/2025","27,294.65","27,185.20","27,343.20","27,138.40","64.99M","0.55%"
"09/16/2025","27,146.40","26,849.35","27,191.20","26,818.15","71.30M","1.44%"
"09/15/2025","26,760.65","26,915.05","27,011.30","26,737.20","68.79M","-0.39%"
"09/12/2025","26,866.65","26,796.00","27,083.25","26,784.60","83.19M","0.46%"
"09/11/2025","26,744.45","26,869.75","26,926.10","26,676.85","48.26M","-0.33%"
"09/10/2025","26,833.95","27,269.80","27,330.50","26,756.75","78.16M","-1.28%"
"09/09/2025","27,182.50","27,199.45","27,300.75","27,073.45","56.89M","-0.02%"
"09/08/2025","27,189.20","26,440.00","27,266.45","26,440.00","127.64M","3.30%"
"09/05/2025","26,320.60","26,147.65","26,382.30","26,080.10","57.73M","1.25%"
"09/04/2025","25,994.85","26,700.25","26,729.65","25,964.15","65.32M","0.85%"
"09/03/2025","25,775.45","25,701.65","25,796.00","25,535.15","42.58M","0.74%"
"09/02/2025","25,584.95","25,710.80","25,807.85","25,529.90","47.79M","-0.29%"
"09/01/2025","25,660.00","24,998.65","25,685.40","24,998.65","64.73M","2.80%"
"08/29/2025","24,960.85","25,142.60","25,197.50","24,891.75","59.19M","-0.88%"
"08/28/2025","25,183.50","25,589.50","25,589.50","25,163.45","42.38M","-0.54%"
